Team_1,Team_1_number,Team_2,Team_2_number,Winner_team,Winner_team_number,Margin,Ground,Ground_number,Match Date,Scorecard,Match_number,Match_Type
Mum Indians,335978,Supergiants,968721,Supergiants,968721,9 wickets,Mumbai,58324,"Apr 9, 2016",T20,980901,IPL
KKR,335971,Daredevils,335975,KKR,335971,9 wickets,Kolkata,57980,"Apr 10, 2016",T20,980903,IPL
Kings XI,335973,Guj Lions,968725,Guj Lions,968725,5 wickets,Mohali,57991,"Apr 11, 2016",T20,980905,IPL
RCB,335970,Sunrisers,628333,RCB,335970,45 runs,Bengaluru,57897,"Apr 12, 2016",T20,980907,IPL
KKR,335971,Mum Indians,335978,Mum Indians,335978,6 wickets,Kolkata,57980,"Apr 13, 2016",T20,980909,IPL
Guj Lions,968725,Supergiants,968721,Guj Lions,968725,7 wickets,Rajkot,377285,"Apr 14, 2016",T20,980911,IPL
Daredevils,335975,Kings XI,335973,Daredevils,335975,8 wickets,Delhi,58040,"Apr 15, 2016",T20,980913,IPL
Sunrisers,628333,KKR,335971,KKR,335971,8 wickets,Hyderabad (Deccan),58142,"Apr 16, 2016",T20,980915,IPL
Mum Indians,335978,Guj Lions,968725,Guj Lions,968725,3 wickets,Mumbai,58324,"Apr 16, 2016",T20,980917,IPL
Kings XI,335973,Supergiants,968721,Kings XI,335973,6 wickets,Mohali,57991,"Apr 17, 2016",T20,980919,IPL
RCB,335970,Daredevils,335975,Daredevils,335975,7 wickets,Bengaluru,57897,"Apr 17, 2016",T20,980921,IPL
Sunrisers,628333,Mum Indians,335978,Sunrisers,628333,7 wickets,Hyderabad (Deccan),58142,"Apr 18, 2016",T20,980923,IPL
Kings XI,335973,KKR,335971,KKR,335971,6 wickets,Mohali,57991,"Apr 19, 2016",T20,980925,IPL
Mum Indians,335978,RCB,335970,Mum Indians,335978,6 wickets,Mumbai,58324,"Apr 20, 2016",T20,980927,IPL
Guj Lions,968725,Sunrisers,628333,Sunrisers,628333,10 wickets,Rajkot,377285,"Apr 21, 2016",T20,980929,IPL
Supergiants,968721,RCB,335970,RCB,335970,13 runs,Pune,545380,"Apr 22, 2016",T20,980931,IPL
Daredevils,335975,Mum Indians,335978,Daredevils,335975,10 runs,Delhi,58040,"Apr 23, 2016",T20,980933,IPL
Sunrisers,628333,Kings XI,335973,Sunrisers,628333,5 wickets,Hyderabad (Deccan),58142,"Apr 23, 2016",T20,980935,IPL
Guj Lions,968725,RCB,335970,Guj Lions,968725,6 wickets,Rajkot,377285,"Apr 24, 2016",T20,980937,IPL
Supergiants,968721,KKR,335971,KKR,335971,2 wickets,Pune,545380,"Apr 24, 2016",T20,980939,IPL
Kings XI,335973,Mum Indians,335978,Mum Indians,335978,25 runs,Mohali,57991,"Apr 25, 2016",T20,980941,IPL
Sunrisers,628333,Supergiants,968721,Supergiants,968721,34 runs,Hyderabad (Deccan),58142,"Apr 26, 2016",T20,980943,IPL
Daredevils,335975,Guj Lions,968725,Guj Lions,968725,1 run,Delhi,58040,"Apr 27, 2016",T20,980945,IPL
Mum Indians,335978,KKR,335971,Mum Indians,335978,6 wickets,Mumbai,58324,"Apr 28, 2016",T20,980947,IPL
Supergiants,968721,Guj Lions,968725,Guj Lions,968725,3 wickets,Pune,545380,"Apr 29, 2016",T20,980949,IPL
Daredevils,335975,KKR,335971,Daredevils,335975,27 runs,Delhi,58040,"Apr 30, 2016",T20,980951,IPL
Sunrisers,628333,RCB,335970,Sunrisers,628333,15 runs,Hyderabad (Deccan),58142,"Apr 30, 2016",T20,980953,IPL
Guj Lions,968725,Kings XI,335973,Kings XI,335973,23 runs,Rajkot,377285,"May 1, 2016",T20,980955,IPL
Supergiants,968721,Mum Indians,335978,Mum Indians,335978,8 wickets,Pune,545380,"May 1, 2016",T20,980957,IPL
RCB,335970,KKR,335971,KKR,335971,5 wickets,Bengaluru,57897,"May 2, 2016",T20,980959,IPL
Guj Lions,968725,Daredevils,335975,Daredevils,335975,8 wickets,Rajkot,377285,"May 3, 2016",T20,980961,IPL
KKR,335971,Kings XI,335973,KKR,335971,7 runs,Kolkata,57980,"May 4, 2016",T20,980963,IPL
Daredevils,335975,Supergiants,968721,Supergiants,968721,7 wickets,Delhi,58040,"May 5, 2016",T20,980965,IPL
Sunrisers,628333,Guj Lions,968725,Sunrisers,628333,5 wickets,Hyderabad (Deccan),58142,"May 6, 2016",T20,980967,IPL
RCB,335970,Supergiants,968721,RCB,335970,7 wickets,Bengaluru,57897,"May 7, 2016",T20,980969,IPL
Kings XI,335973,Daredevils,335975,Kings XI,335973,9 runs,Mohali,57991,"May 7, 2016",T20,980971,IPL
Mum Indians,335978,Sunrisers,628333,Sunrisers,628333,85 runs,Visakhapatnam,58547,"May 8, 2016",T20,980973,IPL
KKR,335971,Guj Lions,968725,Guj Lions,968725,5 wickets,Kolkata,57980,"May 8, 2016",T20,980975,IPL
Kings XI,335973,RCB,335970,RCB,335970,1 run,Mohali,57991,"May 9, 2016",T20,980977,IPL
Supergiants,968721,Sunrisers,628333,Sunrisers,628333,4 runs,Visakhapatnam,58547,"May 10, 2016",T20,980979,IPL
RCB,335970,Mum Indians,335978,Mum Indians,335978,6 wickets,Bengaluru,57897,"May 11, 2016",T20,980981,IPL
Sunrisers,628333,Daredevils,335975,Daredevils,335975,7 wickets,Hyderabad (Deccan),58142,"May 12, 2016",T20,980983,IPL
Mum Indians,335978,Kings XI,335973,Kings XI,335973,7 wickets,Visakhapatnam,58547,"May 13, 2016",T20,980985,IPL
RCB,335970,Guj Lions,968725,RCB,335970,144 runs,Bengaluru,57897,"May 14, 2016",T20,980987,IPL
KKR,335971,Supergiants,968721,KKR,335971,8 wickets,Kolkata,57980,"May 14, 2016",T20,980989,IPL
Kings XI,335973,Sunrisers,628333,Sunrisers,628333,7 wickets,Mohali,57991,"May 15, 2016",T20,980991,IPL
Mum Indians,335978,Daredevils,335975,Mum Indians,335978,80 runs,Visakhapatnam,58547,"May 15, 2016",T20,980993,IPL
KKR,335971,RCB,335970,RCB,335970,9 wickets,Kolkata,57980,"May 16, 2016",T20,980995,IPL
Supergiants,968721,Daredevils,335975,Supergiants,968721,19 runs,Visakhapatnam,58547,"May 17, 2016",T20,980997,IPL
RCB,335970,Kings XI,335973,RCB,335970,82 runs,Bengaluru,57897,"May 18, 2016",T20,980999,IPL
Guj Lions,968725,KKR,335971,Guj Lions,968725,6 wickets,Kanpur,58204,"May 19, 2016",T20,981001,IPL
Daredevils,335975,Sunrisers,628333,Daredevils,335975,6 wickets,Raipur,601879,"May 20, 2016",T20,981003,IPL
Supergiants,968721,Kings XI,335973,Supergiants,968721,4 wickets,Visakhapatnam,58547,"May 21, 2016",T20,981005,IPL
Guj Lions,968725,Mum Indians,335978,Guj Lions,968725,6 wickets,Kanpur,58204,"May 21, 2016",T20,981007,IPL
KKR,335971,Sunrisers,628333,KKR,335971,22 runs,Kolkata,57980,"May 22, 2016",T20,981009,IPL
Daredevils,335975,RCB,335970,RCB,335970,6 wickets,Raipur,601879,"May 22, 2016",T20,981011,IPL
Guj Lions,968725,RCB,335970,RCB,335970,4 wickets,Bengaluru,57897,"May 24, 2016",T20,981013,IPL
Sunrisers,628333,KKR,335971,Sunrisers,628333,22 runs,Delhi,58040,"May 25, 2016",T20,981015,IPL
Guj Lions,968725,Sunrisers,628333,Sunrisers,628333,4 wickets,Delhi,58040,"May 27, 2016",T20,981017,IPL
RCB,335970,Sunrisers,628333,Sunrisers,628333,8 runs,Bengaluru,57897,"May 29, 2016",T20,981019,IPL
Sunrisers,628333,RCB,335970,Sunrisers,628333,35 runs,Hyderabad (Deccan),58142,"Apr 5, 2017",T20,1082591,IPL
Supergiant,968721,Mum Indians,335978,Supergiant,968721,7 wickets,Pune,545380,"Apr 6, 2017",T20,1082592,IPL
Guj Lions,968725,KKR,335971,KKR,335971,10 wickets,Rajkot,377285,"Apr 7, 2017",T20,1082593,IPL
Kings XI,335973,Supergiant,968721,Kings XI,335973,6 wickets,Indore,58150,"Apr 8, 2017",T20,1082594,IPL
RCB,335970,Daredevils,335975,RCB,335970,15 runs,Bengaluru,57897,"Apr 8, 2017",T20,1082595,IPL
Sunrisers,628333,Guj Lions,968725,Sunrisers,628333,9 wickets,Hyderabad (Deccan),58142,"Apr 9, 2017",T20,1082596,IPL
Mum Indians,335978,KKR,335971,Mum Indians,335978,4 wickets,Mumbai,58324,"Apr 9, 2017",T20,1082597,IPL
Kings XI,335973,RCB,335970,Kings XI,335973,8 wickets,Indore,58150,"Apr 10, 2017",T20,1082598,IPL
Supergiant,968721,Daredevils,335975,Daredevils,335975,97 runs,Pune,545380,"Apr 11, 2017",T20,1082599,IPL
Mum Indians,335978,Sunrisers,628333,Mum Indians,335978,4 wickets,Mumbai,58324,"Apr 12, 2017",T20,1082600,IPL
KKR,335971,Kings XI,335973,KKR,335971,8 wickets,Kolkata,57980,"Apr 13, 2017",T20,1082601,IPL
RCB,335970,Mum Indians,335978,Mum Indians,335978,4 wickets,Bengaluru,57897,"Apr 14, 2017",T20,1082602,IPL
Guj Lions,968725,Supergiant,968721,Guj Lions,968725,7 wickets,Rajkot,377285,"Apr 14, 2017",T20,1082603,IPL
KKR,335971,Sunrisers,628333,KKR,335971,17 runs,Kolkata,57980,"Apr 15, 2017",T20,1082604,IPL
Daredevils,335975,Kings XI,335973,Daredevils,335975,51 runs,Delhi,58040,"Apr 15, 2017",T20,1082605,IPL
Mum Indians,335978,Guj Lions,968725,Mum Indians,335978,6 wickets,Mumbai,58324,"Apr 16, 2017",T20,1082606,IPL
RCB,335970,Supergiant,968721,Supergiant,968721,27 runs,Bengaluru,57897,"Apr 16, 2017",T20,1082607,IPL
Daredevils,335975,KKR,335971,KKR,335971,4 wickets,Delhi,58040,"Apr 17, 2017",T20,1082608,IPL
Sunrisers,628333,Kings XI,335973,Sunrisers,628333,5 runs,Hyderabad (Deccan),58142,"Apr 17, 2017",T20,1082609,IPL
Guj Lions,968725,RCB,335970,RCB,335970,21 runs,Rajkot,377285,"Apr 18, 2017",T20,1082610,IPL
Sunrisers,628333,Daredevils,335975,Sunrisers,628333,15 runs,Hyderabad (Deccan),58142,"Apr 19, 2017",T20,1082611,IPL
Kings XI,335973,Mum Indians,335978,Mum Indians,335978,8 wickets,Indore,58150,"Apr 20, 2017",T20,1082612,IPL
KKR,335971,Guj Lions,968725,Guj Lions,968725,4 wickets,Kolkata,57980,"Apr 21, 2017",T20,1082613,IPL
Supergiant,968721,Sunrisers,628333,Supergiant,968721,6 wickets,Pune,545380,"Apr 22, 2017",T20,1082615,IPL
Mum Indians,335978,Daredevils,335975,Mum Indians,335978,14 runs,Mumbai,58324,"Apr 22, 2017",T20,1082614,IPL
Guj Lions,968725,Kings XI,335973,Kings XI,335973,26 runs,Rajkot,377285,"Apr 23, 2017",T20,1082616,IPL
KKR,335971,RCB,335970,KKR,335971,82 runs,Kolkata,57980,"Apr 23, 2017",T20,1082617,IPL
Mum Indians,335978,Supergiant,968721,Supergiant,968721,3 runs,Mumbai,58324,"Apr 24, 2017",T20,1082618,IPL
RCB,335970,Sunrisers,628333,abandoned,,,Bengaluru,57897,"Apr 25, 2017",T20,1082619,IPL
Supergiant,968721,KKR,335971,KKR,335971,7 wickets,Pune,545380,"Apr 26, 2017",T20,1082620,IPL
RCB,335970,Guj Lions,968725,Guj Lions,968725,7 wickets,Bengaluru,57897,"Apr 27, 2017",T20,1082621,IPL
KKR,335971,Daredevils,335975,KKR,335971,7 wickets,Kolkata,57980,"Apr 28, 2017",T20,1082622,IPL
Kings XI,335973,Sunrisers,628333,Sunrisers,628333,26 runs,Mohali,57991,"Apr 28, 2017",T20,1082623,IPL
Supergiant,968721,RCB,335970,Supergiant,968721,61 runs,Pune,545380,"Apr 29, 2017",T20,1082624,IPL
Guj Lions,968725,Mum Indians,335978,tied,,,Rajkot,377285,"Apr 29, 2017",T20,1082625,IPL
Kings XI,335973,Daredevils,335975,Kings XI,335973,10 wickets,Mohali,57991,"Apr 30, 2017",T20,1082626,IPL
Sunrisers,628333,KKR,335971,Sunrisers,628333,48 runs,Hyderabad (Deccan),58142,"Apr 30, 2017",T20,1082627,IPL
Mum Indians,335978,RCB,335970,Mum Indians,335978,5 wickets,Mumbai,58324,"May 1, 2017",T20,1082628,IPL
Supergiant,968721,Guj Lions,968725,Supergiant,968721,5 wickets,Pune,545380,"May 1, 2017",T20,1082629,IPL
Daredevils,335975,Sunrisers,628333,Daredevils,335975,6 wickets,Delhi,58040,"May 2, 2017",T20,1082630,IPL
KKR,335971,Supergiant,968721,Supergiant,968721,4 wickets,Kolkata,57980,"May 3, 2017",T20,1082631,IPL
Daredevils,335975,Guj Lions,968725,Daredevils,335975,7 wickets,Delhi,58040,"May 4, 2017",T20,1082632,IPL
RCB,335970,Kings XI,335973,Kings XI,335973,19 runs,Bengaluru,57897,"May 5, 2017",T20,1082633,IPL
Sunrisers,628333,Supergiant,968721,Supergiant,968721,12 runs,Hyderabad (Deccan),58142,"May 6, 2017",T20,1082634,IPL
Daredevils,335975,Mum Indians,335978,Mum Indians,335978,146 runs,Delhi,58040,"May 6, 2017",T20,1082635,IPL
RCB,335970,KKR,335971,KKR,335971,6 wickets,Bengaluru,57897,"May 7, 2017",T20,1082636,IPL
Kings XI,335973,Guj Lions,968725,Guj Lions,968725,6 wickets,Mohali,57991,"May 7, 2017",T20,1082637,IPL
Sunrisers,628333,Mum Indians,335978,Sunrisers,628333,7 wickets,Hyderabad (Deccan),58142,"May 8, 2017",T20,1082638,IPL
Kings XI,335973,KKR,335971,Kings XI,335973,14 runs,Mohali,57991,"May 9, 2017",T20,1082639,IPL
Guj Lions,968725,Daredevils,335975,Daredevils,335975,2 wickets,Kanpur,58204,"May 10, 2017",T20,1082640,IPL
Mum Indians,335978,Kings XI,335973,Kings XI,335973,7 runs,Mumbai,58324,"May 11, 2017",T20,1082641,IPL
Daredevils,335975,Supergiant,968721,Daredevils,335975,7 runs,Delhi,58040,"May 12, 2017",T20,1082642,IPL
Guj Lions,968725,Sunrisers,628333,Sunrisers,628333,8 wickets,Kanpur,58204,"May 13, 2017",T20,1082643,IPL
KKR,335971,Mum Indians,335978,Mum Indians,335978,9 runs,Kolkata,57980,"May 13, 2017",T20,1082644,IPL
Supergiant,968721,Kings XI,335973,Supergiant,968721,9 wickets,Pune,545380,"May 14, 2017",T20,1082645,IPL
Daredevils,335975,RCB,335970,RCB,335970,10 runs,Delhi,58040,"May 14, 2017",T20,1082646,IPL
Mum Indians,335978,Supergiant,968721,Supergiant,968721,20 runs,Mumbai,58324,"May 16, 2017",T20,1082647,IPL
Sunrisers,628333,KKR,335971,KKR,335971,7 wickets,Bengaluru,57897,"May 17, 2017",T20,1082648,IPL
Mum Indians,335978,KKR,335971,Mum Indians,335978,6 wickets,Bengaluru,57897,"May 19, 2017",T20,1082649,IPL
Mum Indians,335978,Supergiant,968721,Mum Indians,335978,1 run,Hyderabad (Deccan),58142,"May 21, 2017",T20,1082650,IPL
Mum Indians,335978,Super Kings,335974,Super Kings,335974,1 wicket,Mumbai,58324,"Apr 7, 2018",T20,1136561,IPL
Kings XI,335973,Daredevils,335975,Kings XI,335973,6 wickets,Mohali,57991,"Apr 8, 2018",T20,1136562,IPL
KKR,335971,RCB,335970,KKR,335971,4 wickets,Kolkata,57980,"Apr 8, 2018",T20,1136563,IPL
Sunrisers,628333,Royals,335977,Sunrisers,628333,9 wickets,Hyderabad (Deccan),58142,"Apr 9, 2018",T20,1136564,IPL
Super Kings,335974,KKR,335971,Super Kings,335974,5 wickets,Chennai,58008,"Apr 10, 2018",T20,1136565,IPL
Royals,335977,Daredevils,335975,Royals,335977,10 runs,Jaipur,58162,"Apr 11, 2018",T20,1136566,IPL
Sunrisers,628333,Mum Indians,335978,Sunrisers,628333,1 wicket,Hyderabad (Deccan),58142,"Apr 12, 2018",T20,1136567,IPL
RCB,335970,Kings XI,335973,RCB,335970,4 wickets,Bengaluru,57897,"Apr 13, 2018",T20,1136568,IPL
Mum Indians,335978,Daredevils,335975,Daredevils,335975,7 wickets,Mumbai,58324,"Apr 14, 2018",T20,1136569,IPL
KKR,335971,Sunrisers,628333,Sunrisers,628333,5 wickets,Kolkata,57980,"Apr 14, 2018",T20,1136570,IPL
RCB,335970,Royals,335977,Royals,335977,19 runs,Bengaluru,57897,"Apr 15, 2018",T20,1136571,IPL
Kings XI,335973,Super Kings,335974,Kings XI,335973,4 runs,Mohali,57991,"Apr 15, 2018",T20,1136572,IPL
KKR,335971,Daredevils,335975,KKR,335971,71 runs,Kolkata,57980,"Apr 16, 2018",T20,1136573,IPL
Mum Indians,335978,RCB,335970,Mum Indians,335978,46 runs,Mumbai,58324,"Apr 17, 2018",T20,1136574,IPL
Royals,335977,KKR,335971,KKR,335971,7 wickets,Jaipur,58162,"Apr 18, 2018",T20,1136575,IPL
Kings XI,335973,Sunrisers,628333,Kings XI,335973,15 runs,Mohali,57991,"Apr 19, 2018",T20,1136576,IPL
Super Kings,335974,Royals,335977,Super Kings,335974,64 runs,Pune,545380,"Apr 20, 2018",T20,1136577,IPL
KKR,335971,Kings XI,335973,Kings XI,335973,9 wickets,Kolkata,57980,"Apr 21, 2018",T20,1136578,IPL
RCB,335970,Daredevils,335975,RCB,335970,6 wickets,Bengaluru,57897,"Apr 21, 2018",T20,1136579,IPL
Sunrisers,628333,Super Kings,335974,Super Kings,335974,4 runs,Hyderabad (Deccan),58142,"Apr 22, 2018",T20,1136580,IPL
Royals,335977,Mum Indians,335978,Royals,335977,3 wickets,Jaipur,58162,"Apr 22, 2018",T20,1136581,IPL
Daredevils,335975,Kings XI,335973,Kings XI,335973,4 runs,Delhi,58040,"Apr 23, 2018",T20,1136582,IPL
Mum Indians,335978,Sunrisers,628333,Sunrisers,628333,31 runs,Mumbai,58324,"Apr 24, 2018",T20,1136583,IPL
RCB,335970,Super Kings,335974,Super Kings,335974,5 wickets,Bengaluru,57897,"Apr 25, 2018",T20,1136584,IPL
Sunrisers,628333,Kings XI,335973,Sunrisers,628333,13 runs,Hyderabad (Deccan),58142,"Apr 26, 2018",T20,1136585,IPL
Daredevils,335975,KKR,335971,Daredevils,335975,55 runs,Delhi,58040,"Apr 27, 2018",T20,1136586,IPL
Super Kings,335974,Mum Indians,335978,Mum Indians,335978,8 wickets,Pune,545380,"Apr 28, 2018",T20,1136587,IPL
Royals,335977,Sunrisers,628333,Sunrisers,628333,11 runs,Jaipur,58162,"Apr 29, 2018",T20,1136588,IPL
RCB,335970,KKR,335971,KKR,335971,6 wickets,Bengaluru,57897,"Apr 29, 2018",T20,1136589,IPL
Super Kings,335974,Daredevils,335975,Super Kings,335974,13 runs,Pune,545380,"Apr 30, 2018",T20,1136590,IPL
RCB,335970,Mum Indians,335978,RCB,335970,14 runs,Bengaluru,57897,"May 1, 2018",T20,1136591,IPL
Daredevils,335975,Royals,335977,Daredevils,335975,4 runs,Delhi,58040,"May 2, 2018",T20,1136592,IPL
KKR,335971,Super Kings,335974,KKR,335971,6 wickets,Kolkata,57980,"May 3, 2018",T20,1136593,IPL
Kings XI,335973,Mum Indians,335978,Mum Indians,335978,6 wickets,Indore,58150,"May 4, 2018",T20,1136594,IPL
Super Kings,335974,RCB,335970,Super Kings,335974,6 wickets,Pune,545380,"May 5, 2018",T20,1136595,IPL
Sunrisers,628333,Daredevils,335975,Sunrisers,628333,7 wickets,Hyderabad (Deccan),58142,"May 5, 2018",T20,1136596,IPL
Mum Indians,335978,KKR,335971,Mum Indians,335978,13 runs,Mumbai,58324,"May 6, 2018",T20,1136597,IPL
Kings XI,335973,Royals,335977,Kings XI,335973,6 wickets,Indore,58150,"May 6, 2018",T20,1136598,IPL
Sunrisers,628333,RCB,335970,Sunrisers,628333,5 runs,Hyderabad (Deccan),58142,"May 7, 2018",T20,1136599,IPL
Royals,335977,Kings XI,335973,Royals,335977,15 runs,Jaipur,58162,"May 8, 2018",T20,1136600,IPL
KKR,335971,Mum Indians,335978,Mum Indians,335978,102 runs,Kolkata,57980,"May 9, 2018",T20,1136601,IPL
Daredevils,335975,Sunrisers,628333,Sunrisers,628333,9 wickets,Delhi,58040,"May 10, 2018",T20,1136602,IPL
Royals,335977,Super Kings,335974,Royals,335977,4 wickets,Jaipur,58162,"May 11, 2018",T20,1136603,IPL
Kings XI,335973,KKR,335971,KKR,335971,31 runs,Indore,58150,"May 12, 2018",T20,1136604,IPL
Daredevils,335975,RCB,335970,RCB,335970,5 wickets,Delhi,58040,"May 12, 2018",T20,1136605,IPL
Super Kings,335974,Sunrisers,628333,Super Kings,335974,8 wickets,Pune,545380,"May 13, 2018",T20,1136606,IPL
Mum Indians,335978,Royals,335977,Royals,335977,7 wickets,Mumbai,58324,"May 13, 2018",T20,1136607,IPL
Kings XI,335973,RCB,335970,RCB,335970,10 wickets,Indore,58150,"May 14, 2018",T20,1136608,IPL
KKR,335971,Royals,335977,KKR,335971,6 wickets,Kolkata,57980,"May 15, 2018",T20,1136609,IPL
Mum Indians,335978,Kings XI,335973,Mum Indians,335978,3 runs,Mumbai,58324,"May 16, 2018",T20,1136610,IPL
RCB,335970,Sunrisers,628333,RCB,335970,14 runs,Bengaluru,57897,"May 17, 2018",T20,1136611,IPL
Daredevils,335975,Super Kings,335974,Daredevils,335975,34 runs,Delhi,58040,"May 18, 2018",T20,1136612,IPL
Royals,335977,RCB,335970,Royals,335977,30 runs,Jaipur,58162,"May 19, 2018",T20,1136613,IPL
Sunrisers,628333,KKR,335971,KKR,335971,5 wickets,Hyderabad (Deccan),58142,"May 19, 2018",T20,1136614,IPL
Daredevils,335975,Mum Indians,335978,Daredevils,335975,11 runs,Delhi,58040,"May 20, 2018",T20,1136615,IPL
Super Kings,335974,Kings XI,335973,Super Kings,335974,5 wickets,Pune,545380,"May 20, 2018",T20,1136616,IPL
Sunrisers,628333,Super Kings,335974,Super Kings,335974,2 wickets,Mumbai,58324,"May 22, 2018",T20,1136617,IPL
KKR,335971,Royals,335977,KKR,335971,25 runs,Kolkata,57980,"May 23, 2018",T20,1136618,IPL
KKR,335971,Sunrisers,628333,Sunrisers,628333,14 runs,Kolkata,57980,"May 25, 2018",T20,1136619,IPL
Super Kings,335974,Sunrisers,628333,Super Kings,335974,8 wickets,Mumbai,58324,"May 27, 2018",T20,1136620,IPL
Super Kings,335974,RCB,335970,Super Kings,335974,7 wickets,Chennai,58008,"Mar 23, 2019",T20,1175356,IPL
KKR,335971,Sunrisers,628333,KKR,335971,6 wickets,Kolkata,57980,"Mar 24, 2019",T20,1175357,IPL
Mum Indians,335978,Capitals,335975,Capitals,335975,37 runs,Mumbai,58324,"Mar 24, 2019",T20,1175358,IPL
Royals,335977,Kings XI,335973,Kings XI,335973,14 runs,Jaipur,58162,"Mar 25, 2019",T20,1175359,IPL
Capitals,335975,Super Kings,335974,Super Kings,335974,6 wickets,Delhi,58040,"Mar 26, 2019",T20,1175360,IPL
KKR,335971,Kings XI,335973,KKR,335971,28 runs,Kolkata,57980,"Mar 27, 2019",T20,1175361,IPL
RCB,335970,Mum Indians,335978,Mum Indians,335978,6 runs,Bengaluru,57897,"Mar 28, 2019",T20,1175362,IPL
Sunrisers,628333,Royals,335977,Sunrisers,628333,5 wickets,Hyderabad (Deccan),58142,"Mar 29, 2019",T20,1175363,IPL
Kings XI,335973,Mum Indians,335978,Kings XI,335973,8 wickets,Mohali,57991,"Mar 30, 2019",T20,1175364,IPL
Capitals,335975,KKR,335971,tied,,,Delhi,58040,"Mar 30, 2019",T20,1175365,IPL
Sunrisers,628333,RCB,335970,Sunrisers,628333,118 runs,Hyderabad (Deccan),58142,"Mar 31, 2019",T20,1175366,IPL
Super Kings,335974,Royals,335977,Super Kings,335974,8 runs,Chennai,58008,"Mar 31, 2019",T20,1175367,IPL
Kings XI,335973,Capitals,335975,Kings XI,335973,14 runs,Mohali,57991,"Apr 1, 2019",T20,1175368,IPL
Royals,335977,RCB,335970,Royals,335977,7 wickets,Jaipur,58162,"Apr 2, 2019",T20,1175369,IPL
Mum Indians,335978,Super Kings,335974,Mum Indians,335978,37 runs,Mumbai,58324,"Apr 3, 2019",T20,1175370,IPL
Capitals,335975,Sunrisers,628333,Sunrisers,628333,5 wickets,Delhi,58040,"Apr 4, 2019",T20,1175371,IPL
RCB,335970,KKR,335971,KKR,335971,5 wickets,Bengaluru,57897,"Apr 5, 2019",T20,1175372,IPL
Super Kings,335974,Kings XI,335973,Super Kings,335974,22 runs,Chennai,58008,"Apr 6, 2019",T20,1178393,IPL
Sunrisers,628333,Mum Indians,335978,Mum Indians,335978,40 runs,Hyderabad (Deccan),58142,"Apr 6, 2019",T20,1178394,IPL
RCB,335970,Capitals,335975,Capitals,335975,4 wickets,Bengaluru,57897,"Apr 7, 2019",T20,1178395,IPL
Royals,335977,KKR,335971,KKR,335971,8 wickets,Jaipur,58162,"Apr 7, 2019",T20,1178396,IPL
Kings XI,335973,Sunrisers,628333,Kings XI,335973,6 wickets,Mohali,57991,"Apr 8, 2019",T20,1178397,IPL
Super Kings,335974,KKR,335971,Super Kings,335974,7 wickets,Chennai,58008,"Apr 9, 2019",T20,1178398,IPL
Mum Indians,335978,Kings XI,335973,Mum Indians,335978,3 wickets,Mumbai,58324,"Apr 10, 2019",T20,1178399,IPL
Royals,335977,Super Kings,335974,Super Kings,335974,4 wickets,Jaipur,58162,"Apr 11, 2019",T20,1178400,IPL
KKR,335971,Capitals,335975,Capitals,335975,7 wickets,Kolkata,57980,"Apr 12, 2019",T20,1178401,IPL
Mum Indians,335978,Royals,335977,Royals,335977,4 wickets,Mumbai,58324,"Apr 13, 2019",T20,1178402,IPL
Kings XI,335973,RCB,335970,RCB,335970,8 wickets,Mohali,57991,"Apr 13, 2019",T20,1178403,IPL
KKR,335971,Super Kings,335974,Super Kings,335974,5 wickets,Kolkata,57980,"Apr 14, 2019",T20,1178404,IPL
Sunrisers,628333,Capitals,335975,Capitals,335975,39 runs,Hyderabad (Deccan),58142,"Apr 14, 2019",T20,1178405,IPL
Mum Indians,335978,RCB,335970,Mum Indians,335978,5 wickets,Mumbai,58324,"Apr 15, 2019",T20,1178406,IPL
Kings XI,335973,Royals,335977,Kings XI,335973,12 runs,Mohali,57991,"Apr 16, 2019",T20,1178407,IPL
Sunrisers,628333,Super Kings,335974,Sunrisers,628333,6 wickets,Hyderabad (Deccan),58142,"Apr 17, 2019",T20,1178408,IPL
Capitals,335975,Mum Indians,335978,Mum Indians,335978,40 runs,Delhi,58040,"Apr 18, 2019",T20,1178409,IPL
KKR,335971,RCB,335970,RCB,335970,10 runs,Kolkata,57980,"Apr 19, 2019",T20,1178410,IPL
Royals,335977,Mum Indians,335978,Royals,335977,5 wickets,Jaipur,58162,"Apr 20, 2019",T20,1178411,IPL
Capitals,335975,Kings XI,335973,Capitals,335975,5 wickets,Delhi,58040,"Apr 20, 2019",T20,1178412,IPL
Sunrisers,628333,KKR,335971,Sunrisers,628333,9 wickets,Hyderabad (Deccan),58142,"Apr 21, 2019",T20,1178413,IPL
RCB,335970,Super Kings,335974,RCB,335970,1 run,Bengaluru,57897,"Apr 21, 2019",T20,1178414,IPL
Royals,335977,Capitals,335975,Capitals,335975,6 wickets,Jaipur,58162,"Apr 22, 2019",T20,1178415,IPL
Super Kings,335974,Sunrisers,628333,Super Kings,335974,6 wickets,Chennai,58008,"Apr 23, 2019",T20,1178416,IPL
RCB,335970,Kings XI,335973,RCB,335970,17 runs,Bengaluru,57897,"Apr 24, 2019",T20,1178417,IPL
KKR,335971,Royals,335977,Royals,335977,3 wickets,Kolkata,57980,"Apr 25, 2019",T20,1178418,IPL
Super Kings,335974,Mum Indians,335978,Mum Indians,335978,46 runs,Chennai,58008,"Apr 26, 2019",T20,1178419,IPL
